Department,Sentiment,Emotions,Summary
Product,positive,"flattering, nice, compliments, amazing, different","flattering fit for different body types, perfect for formal events"
Product,positive,"cool, figure flattering, accentuates curves, disguises tummy issues, well made, winner","well-made, figure-flattering top with perfect drape"
Product,negative,"soft, roomy, top, mid-section, flatter","fabric soft, roomy top and mid-section, doesn't flatter body"
Product,positive,"love, cool, fun, long, noticing","long off the shoulder tee, love the colors"
Product,negative,"liked, wonder, surprised, comfortable, better","stiff denim, small sizing, wait for sale"
Product,positive,"hesitant, bold, loved, glad, beautiful, unusual, flattering, slimming","beautiful dress, flattering cut, slimming design"
Product,negative,"loose, flattering, wider, nice feeling, comfortable","loose fitting top, not flattering, comfortable"
Product,positive,"great, nice, flattering, love, comfortable","great skirt for work, comfortable and flattering shape."
Product,positive,"love, wish, cute, airy","cute and airy top, wish it were longer"
Product,positive,"enjoy, beautifully made, delicate, love, imminent","beautifully made delicate blouse, love it, imminent apocalypse"
Product,positive,"love, funny, little, not, used","2 straps details, rounder boobs, cleavage, purple color"
Product,negative,"not flattering, bohemian, modern, edgy, problem","not flattering, bohemian look, modern bottoms, edgy shoes, washing problem"
Product,positive,"forgiving, great, illusion, fine, wish","dress is forgiving, gives illusion of waistline, looked great with black tights"
Product,positive,"loved, comfortable, vibrant, high, plan","high quality, vibrant color, comfortable fit, plan to wear"
Product,positive,"nostalgic, comfortable, flattering, interesting, different","retro-style denim skirt, comfortable fit, flattering waistline, interesting flare"
Product,positive,"comfy, love, big, shrunk, ordered","comfy, love, color"
Product,positive,"comfortable, redundant, right, comment, match","comfortable pants, accurate sizing, versatile color options"
Product,negative,"laughed, cracked up, ridiculous","comically wide sweater, looks like Jared from Subway's pre-weight-loss pants"
Product,positive,"snuggly, great, perfect, odd, works","long torso, long sleeves, pockets, perfect outfit"
Product,positive,pleased,"soft fabric, bright colors, swing style tank"
Product,negative,"disappointment, frustration, resignation, regret, satisfaction","small bust area, long torso, need alterations, suitable for small chested"
Product,positive,"adorable, flattering, look forward, warm","light fabric, flattering styling, transition piece, stays warm"
Product,positive,"love, pretty","small size fits perfectly, love the longer length, pretty colorful side panels."
Product,positive,"impressed, worried, loose, accentuated, soft","soft and luxurious material, fits well, accentuates waist."
Product,positive,"like, perfect, problem, longer, cozier","cardigan design and color are liked, but length is not as expected."
Product,negative,"soft, plush, odd, love, complaint","soft and plush blouse, but becomes less soft after washing"
Product,positive,"excited, satisfied, disappointed, happy, frustrated","pilcro denim jacket line, plaid details, weathered appearance, runs small"
Product,positive,"love, nice, stand out","nice tunic for everyday wear, tie-neck adds a nice detail"
Product,negative,"loved, thrilled, shame","clingy shirt after washing, disappointed with the quality."
Product,negative,"concern, love, liked, concern, strange","fabric quality concern, modern styling, irregular hemline"
Product,negative,"loved, sad, well made, neon","dress too big, smaller size out of stock"
Product,positive,"liked, nice, soft, well made, deal","jacket is nice, soft, well made, sleeves a little longer"
Product,positive,"comfortable, great, beautiful, interesting, attractive","comfortable, great fit, beautiful colors, interesting dress length"
Product,positive,"love, unique, perfect, good","amazing dress, fit, quality, design, perfect for dressing up or down"
Product,positive,"loved, wonderful, versatile","versatile chinos, can be dressed up or down."
Product,positive,"beautiful, flattering",beautiful flattering blouse
Product,negative,"adorable, cute, odd, lumpy, learning","material adorable, strange tie, runs short, no reviews, go up a"
Product,negative,"disappointment, frustration, regret, dissatisfaction, annoyance","shirt is see thru, had to return it"
Product,negative,"adored, sadly, sloppy, wrong, neat","construction issues with jumpsuit, mismatched pieces, sloppy and wrong placement."
Product,positive,"satisfied, happy, impressed, content, excited","beautiful dress, perfect fit, unique pattern, satisfied with purchase"
Product,negative,"disappointed, frustrated, surprised, confused, upset","shirt shrunk and got a hole after washing, disappointed with the product."
Product,positive,"disagree, pretty, pops","sizing runs small, pretty gold beading and embroidery thread."
Product,positive,"great, lovely, classy, creative, budget","good design, classy print, budget-friendly blouse"
Product,positive,"adorable, flattering, like, nicely, hope","adorable, flattering, fits nicely"
Product,negative,"dissatisfaction, disappointment, frustration, confusion, resignation","wide jacket, short arms, not suitable for me, might work for others."
Product,positive,"prettier, subtle, casual, pleats, airiness","dress is prettier in person, subtle animal print, casual work environment"
product,positive,"love, flattering, enjoy, nervous, worry","sweet little jacket, flattering cut, pop of color, fantastic buy"
Product,positive,"flattering, perfect, interest","lighter weight knit with flattering fit, adds more interest."
Product,positive,"flattering, elegant, comfortable, stretchy, staple","flattering and comfortable maxi dress, perfect for summer and traveling."
Product,positive,"beautiful, weirdly, high, model, high waisted","beautiful sweater, weirdly high on back, higher than model"
Product,positive,"good, deep, rich, flattering, nice","deep wine color, heavy silk-like fabric, flattering cut, nice fit"
Product,negative,"disappointment, frustration, dissatisfaction, annoyance, dissatisfaction","sizing issue, dress too tight, zipper placement inconvenient"
Product,positive,"great, flattering, soft, cling, overwhelming","good length, soft fabric, flattering fit"
Product,positive,"great, tough, classic, feminine","classic, feminine dress with a tough zipper."
Product,positive,"love, great, helps, warmer, colder","great fit, elastic waist, perfect for fall weather"
Product,positive,"love, great, quality, design, fits well","great quality and design, fits well"
nan,nan,nan,nan
Product,positive,"love, like, reservation, delicate","sweater fits well, long arms, delicate material"
Product,positive,"satisfied, happy, excited, pleased, impressed","beautiful top, runs a bit generous, pretty detail, steal addition to wardrobe"
Product,positive,"love, special, enthralled, better, rich","comfy top, pleated back, rich color, slightly better quality"
Product,positive,"need, flattering, misshapen, hunchback, good",dress is flattering but needs tailoring for misshapen back.
Product,negative,"surprised, wondering, appreciated, hate, quality control","missing rhinestones, no extra stones, need replacement, quality issue"
Product,positive,"pleased, beautiful, quality",dress color is beautiful and quality is good
Product,negative,"surprised, great, cannot believe, poor, love","poor quality, ripped dress, nude slip, surprised by color"
Product,positive,"love, great, soft, casual, comfortable",soft and comfortable rayon blend casual piece
Product,negative,"horrible, unbreathable, mess, big, billowy, cute, feel","polyester texture is horrible and unbreathable, runs big"
Product,positive,"satisfied, confident, content, happy, grateful","high quality leather jacket, room for thick sweaters."
Product,positive,"gorgeous, unique, beautiful, fits perfectly, love","unique and beautiful dress, fits perfectly"
Product,negative,"excited, sad, bothered, disappointed, surprised","muted colors, shapeless sweater, angora-like hair, disappointed with purchase."
Product,positive,"satisfied, happy, excited, content, pleased","authentic worn-in look, casual and relaxed chinos"
Product,positive,"beautiful, fit, true, size, recommend, long, need, hemmed, soft, feel, amazing","beautiful fit, true to size, soft and amazing"
Product,positive,"excitement, satisfaction, surprise, happiness, contentment","slimming, flattering, summery dress in white linen"
Product,positive,"love, snug, big","dress size 2 snug, boyfriend loves it"
Product,positive,"love, frumpy, returning, trying, great","cute shorts with great fabric, ran a bit large"
Product,negative,"disappointment, frustration, confusion","shapeless dress, weird fit, wrong size"
Product,positive,"compliments, perfect","jumpsuit received many compliments at wedding, perfect fit"
Product,negative,"tight, better, flattering, taller, thinner","shorts not flattering on petite, curvy frame"
Product,positive,"like, love, pretty, cute, great","short top, sheer material, pretty detailing, fits great"
Product,negative,"disappointment, frustration, dissatisfaction, regret, annoyance",top too big and too much fabric
Product,negative,"itchy, cool, stunning, argument, welcome","coat design, buttons popping off, stunning coat"
Product,positive,"comfortable, stylish, perfect, casual, cool",stylish and comfortable sweater for casual occasions
Product,positive,"sexy, love","true to size, love it"
nan,nan,nan,nan
Product,positive,"cute, love, compliments","cute top, tons of compliments"
Product,negative,"small, extra small, pretty, large chested, straight/thin","small sizing, not suitable for larger sizes"
Product,negative,"loved, odd, big, full, sloppy","odd cut, big in chest, full at bottom"
Product,positive,"casual, great, nicely, small, black",great for casual office
Product,positive,"love, hope, like, fine art, light weight","light weight flannel, hope they hold up well in cold water wash"
Product,positive,"love, nicely",sweater lays nicely
Product,positive,"great, better, faded, light, different, cute, nice, loose, cool, love","cute print, nice loose and cool top for summer"
Product,positive,"love, rarity, beautify, well made, sits well","well-made top, fits well, considering getting other colors"
Product,negative,"disappointment, dissatisfaction, frustration, regret, sadness","cheap and too large, returned it"
Product,positive,"cute, casual, worn, flip flops, boots","cute casual dress, worn with flip flops or boots"
Product,negative,"disappointment, unfortunate, nice, fitting, goes well","quality is disappointing, nice fitting shirt, goes well with pencil skirts"
Product,positive,"flattering, cool, breezy, graceful, made for me","flattering dress with graceful movement, perfect fit for me."
Product,positive,"glad, unsure, nicer, great, wear","fits true to size, extra soft, mid weight fabric, great with leggings or tights, wear into spring"
Product,negative,"loved, muted, low, unfortunately, return","colors muted, fabric quality low, return due to price and quality"
Product,positive,"wish, opportunity, eye-catching, unique, stars","summer wish, eye-catching and unique in person"
Product,positive,"love, easy, look, together","tank, easy, look, together"
Product,negative,"worst, shaggy, tent, short","bad shirt, needs improvement in design and fit."
Product,positive,"beautiful, delicate, flattering, perfect, sheer","beautiful, delicate dress with a perfect fit"
Product,positive,"amazing, nice, cool, love, highly recommend","amazing dress, highly recommend, best purchase from retailer"
Product,positive,"brilliant, nice, heavy, nice, great","blue top with nice color and pattern, great for jeans."
Product,positive,"love, pretty, great, weekends","coral color, lower cut on chest, great top for weekends"
Product,negative,"disappointment, dissatisfaction, uncertainty, ambivalence, annoyance","scratchy sweater, lighter grey color, runs big, not completely satisfied"
"Marketing, Sales",positive,"love, feminine, flattering","love top, feminine, flattering, 20% off"
Product,positive,"excited, satisfied, confident, impressed, enthusiastic","bright pink, runs large, highly recommend"
Product,positive,"unique, versatile, love","unique and versatile lace clothing, can be worn all year"
Product,positive,"love, thick, comfy, great, cheap","thick, comfy socks with great quality at a cheap price."
Product,positive,"excited, satisfied, happy, pleased, content","oversized poncho with pockets, perfect for layering, versatile styling options."
Product,positive,"happy, complimentary","amazing dress, complimentary cut, happy"
Product,positive,"attracted, nicely, striking, able, don't hang out","colors attracted, back striking, regular bra able to wear"
Product,positive,"love, cute",perfect top for fall days with a cute leather jacket
Product,negative,"disappointed, tight, too much fabric, wrong, no luck","tight across chest, too much fabric around bottom"
Product,positive,"love, great, cute, soft","cute shirt, soft, great fit, versatile"
Product,positive,"cuteness, amazing, darling, precious, comfortable","amazing print, darling bow, comfortable structure, worth the splurge"
Product,negative,"flattering, thin, semi-sheer, great, lounging, beach, comfy","thin material, semi-sheer, great for lounging and beach"
Product,positive,"versatile, appropriate, like, put together, good","good quality, versatile top for office and going out."
Product,positive,"happy, soft, comfortable, nice, concern","soft, comfortable sweater with a nice shimmer, slight concern about stretching."
Product,negative,"love, unflattering, compromise, returned, gorgeous","unflattering fit, returned both sizes, gorgeous fabric"
Product,negative,"disappointment, love, frustration, dissatisfaction, desperation","thin fabric, see through, love the design, need a black top"
Product,positive,"high quality, not very soft, may soften in the wash, fit is okay","high quality top, material may soften in wash, fit is okay"
Product,negative,"short, return","fabric soft, stride short, had to return"
Product,negative,"small, off, guessing, good, nice","sizing can be off with different colors, nice shorts for the price."
Product,negative,"love, badly, lovely, per","top gapped, return dress, lovely weight, length per"
Product,positive,"love, beautiful, fit, tight, great","wide leg pants, beautiful fit, recommend tailoring length"
Product,positive,"happy, loved, no problems, happy","blouse in black has odd fit, but blue blouse is looser and no problems with lace."
"Marketing, Sales",positive,"love, compliments, sexy, touch, care","sale, compliments, sexy tunic, tank underneath"
Product,positive,"successful, loves, amazing, vibrant, unique","vibrant colors, unique texture, highly recommended"
Product,positive,"happy, surprised, comfortable, glad","stretchy fabric, stunning dress, comfortable"
Product,positive,"love, comfortable, ridiculous, helped, rid of","comfortable shorts, run large, need shrinking, good fabric"
Product,negative,"frustration, disappointment, uncertainty, curiosity, hope","sizing issue with dress, need to order a larger size"
Product,positive,"love, wow, beautiful, pretty, well made","beautiful colors, light flannel, perfect fit, well made"
Product,positive,"manage, cute, vibrant, rust, like","cute top, colors not as vibrant as pictured"
Product,negative,"disappointment, dissatisfaction, frustration, regret, dislike","fabric pilling, cheap look, sleeves design, sizing issue"
Product,negative,"love, disappointed, annoyed, frustrated, regret","dress quality and fit issues, disappointing ruffle feature"
Product,negative,"disappointment, dissatisfaction, frustration, confusion, surprise","lace top, loose sleeves, boxy cut, shorter than expected, not tunic length"
Product,positive,"perfect, soft, flattering, long, ordered","perfect dressy jeans, super soft, flattering, long leg"
nan,nan,nan,nan
Product,positive,"like, nice, good, fits","pink top, light material, nice drape, good length, fits well"
Product,positive,"surprise, disappointment, satisfaction, confusion, anticipation","soft, casual sweater, not snowy white, dolman style, fitted bottom"
Product,negative,"uncomfortable, disappointed, frustrated, dissatisfied, annoyed","uncomfortable arm cuts, had to pass on the dress."
Product,positive,"soft, comfy, great, go to, love","soft, comfy pants, great for summer, love them"
Product,positive,"love, nice, perfect, thank you","nice fabric, petite size, perfect fit"
Product,positive,"like, sexy, nice, soft, thick","lace-up trend, revealing designs, soft and thick fabric"
Product,positive,"comfortable, good","good quality, comfortable fit"
Product,positive,"stunning, love, feel, drape","turquoise print stunning, love fabric feel, drape"
Product,negative,"love, cute, sloppy, extra money, frayed","dress hem needs to be fixed, looks sloppy on the bottom."
Product,positive,"love, complaint, frustration, satisfaction, surprise","stretchy jeans, slight shape loss, pills in inner thigh area"
Product,positive,"love, perfect, extra, festive","perfect fit, extra room, festive season"
Product,positive,"well made, comfy, flattering, risky, sure","well made, comfy and flattering dress, suede skirt is risky"
Product,negative,"love, smooth, adjust, frequently, nice","sweater fit issue, need frequent adjustment, nice weight"
Product,negative,"disappointment, regret, frustration, dissatisfaction, surprise","dress has no shape, material is poofy and feels cheap"
Product,negative,"disappointment, sadness, frustration, dissatisfaction, unflattering","short and wide shirt, disappointing style, beautiful fabric, unflattering fit."
Product,positive,"perfect, winner, available","perfect blouse, winner, other colors available"
Product,positive,"amazing, flattering, beautiful, love, recommend","amazing dress, true to size, highly recommended"
Product,positive,"pleased, comfortable, lovely, glad","soft fabric, detailed jumpsuit, small size fits perfectly"
Product,positive,"love, comfortable, cute, nice, love","flowy-beachy jumpsuit, comfortable, cute, wide hip, nice colors"
Product,positive,"confusion, satisfaction, surprise, disappointment, curiosity","true-to-size dress, fits well, confusion about length compared to model's info."
Product,positive,"pretty, vibrant, beautiful, hides, low, red, compliments","pretty dress, vibrant colors, hides tummy, low neckline, red cami, compliments"
Product,positive,"cute, shorter, smaller, perfect","suit is cute, slightly short for taller girls, fits well"
Product,negative,"disappointment, frustration, sadness, regret, dissatisfaction","tight fit, lightweight fabric, not suitable for chilly office setting"
Product,positive,"love, surprised","flattering jeans, easy to customize, high-waisted, suitable for short torso"
Product,negative,"recommend, like, work, need, kept, hearing, looked, stuck, nice, idea","pull-on style didn't work, not elastic enough, looked puffy, not for me"
Product,positive,"love, complimented, beautiful, trendy, classy","trendy and classy jacket, perfect for day to night."
Product,negative,"disappointment, dissatisfaction, frustration, regret, sadness","shirt fit off, fabric wrinkles easily, see through in white"
Product,positive,"fabulous, gorgeous, practical, true to size, flattering, darling","fabulous dress, embroidery, long sleeves, true to size, flattering"
Product,positive,"great, perfect, warmth","fit great, size medium, black tank/cami for warmth"
Product,positive,"love, comfortable, soft","soft and comfortable gown, perfect for sleeping"
Product,positive,"love, cute, great, recommend","cute shirt, perfect size, great for holiday season"
Product,positive,"funky, classic, excellent, heavy, warm",versatile and lightweight jacket for various occasions
Product,positive,"flattering, excited, great, sheer, unsure","flattering dress, needs camisole, unsure about keeping it."
Product,negative,"dissatisfaction, disappointment, frustration, annoyance, concern","loose leg opening, pockets sticking out, pear shape widening"
Product,positive,"loved, understand, great, didn't hang well, too short","clothing design, sizing accuracy, hang well, short at shoulders"
Product,positive,"winner, short waisted, cropped fit, fitted shirt, tried","white shirt winner, cropped fit, fitted shirt, tried"
Product,positive,"soft, recommend, shrink, see through, return","soft tanks, recommend, shrink in wash, see through, return"
Product,negative,"disappointment, dissatisfaction, frustration, indifference, regret","shirt material not soft, returned"
nan,nan,nan,nan
Product,positive,"comfortable, cute, perfect, fits perfectly","perfect sweatshirt, comfortable and cute"
Product,positive,"love, comfortable, beautiful, can't recall, new","perfect dress for dinner date or summer weddings, comfortable and beautiful."
Product,positive,"pretty, fits perfectly","clothing design, sizing accuracy"
Product,negative,"disappointment, frustration, satisfaction, relief, surprise","small chest size, exchanged for size 6, flaws disappear, comfortable"
Marketing,positive,"happy, satisfied","received compliments, favorite"
Product,negative,"worried, glad, fitted, need to try again","tight fit, need to try next size up"
Product,negative,sad,"weird fit, sad it didn't work"
Product,negative,"like, lovely, intense, bad, too short, too long, attractive","jacket design and color are good, but sizing is off"
Product,negative,"laughing, cute, wrong, huge",wrong material and placement
Product,positive,"vibrant, beautiful, soft","green sweater is vibrant, beautiful, and soft."
Product,positive,"comfortable, soft, wish, bought, colour","soft and comfortable, wish bought other colour"
nan,nan,nan,nan
Product,positive,"love, valuable, mistake, faves, oversized","soft material, valuable lesson, oversized look"
Product,negative,disappointed,"top disintegrated after two washes, disappointed with quality."
Product,positive,"skeptical, sold, soft, unique, gorgeous","soft and unique sweater, gorgeous purple color, fits a bit big"
Product,negative,"dissatisfaction, frustration, disappointment, annoyance, inconvenience","sizing issue, need to return"
Product,positive,"great, soft, wearing, time, workout","great and soft inside, wearing it around my house"
Product,positive,"cute, like, recommend, perfect","soft, light sweater, cute design, perfect sizing"
Product,positive,"fan, great, wearable, carefree, voluminous","tracy reese dress, works of art, great quality, wearable, carefree look"
Product,positive,"loved, worth it, happy",romper worth it for quality and style
Product,negative,"frumpy, not flattering, cheap, wow","dress not flattering, cheap fabric, other options available"
Product,positive,"love, cute, great, style, cooler","dress fits great, cute in person, style with accessories"
Product,negative,"disappointment, dissatisfaction, acceptance, contentment, neutrality","silk camisoles, black looks like polyester, white is cream/ivory, fit is good"
Product,positive,"love, beautiful, shimmery, fine","beautiful flowy material, runs a bit large, shimmery detail"
Product,positive,delighted,"medium size fits perfectly, delighted to add to wardrobe"
Product,positive,"surprised, adorable, timeless, flattering, modern",form fitting and flattering top with a timeless plaid design.
nan,nan,nan,nan
Product,positive,"stunning, love, great, perfect, beware","stunning top, great buy on sale, fits perfect, beware of flair"
Product,negative,"disappointment, dissatisfaction, dislike, regret, frustration","oversized tee, unflattering color, returned due to size and color"
Product,positive,"love, flattering, great, classy, hot","dress runs big and long, flattering, classy, hot"
Product,positive,"love, glad, versatile, cozy, bulky","soft and cozy vest, versatile color, not bulky, perfect fit"
Product,negative,"adorable, soft, wish, unfortunately, snug","jeans too snug, wish they fit"
Product,positive,"pleasure, love, ocd thing, prefer, sexiness","middle bow, higher than neckline, pleasing look"
Product,positive,"awesome, complements, comfortable, amazing, look","super comfortable, amazing look, rare combo"
nan,nan,nan,nan
Product,positive,"cute, pretty, good, fit","waist is a little big, overall pretty good fit"
Product,positive,"surprised, cute, fitting, sexy, comfy","cute, fitted dress, can be dressed up for work"
nan,nan,nan,nan
Product,negative,"warm, big, huge, ginormous, kept","dress is warm but too big, kept the extra small."
Product,positive,"loved, feel, great","material, feel, run large, loungewear, top, skinny jeans, leggings"
Product,positive,"like, love, pretty","light, airy, flowy, pretty"
Product,positive,"beautiful, amazing, perfect, better, added bonus, recommend","amazing dress, beautiful colors, perfect for fall"
Product,positive,"beautiful, flattering, well-fitted, perfect, plan","beautiful detail, flattering, well-fitted, perfect for a wedding."
Product,positive,"happy, satisfied","new favorite top, looks and fits as described"
Product,positive,"satisfied, impressed, relieved, content, happy","good quality leggings, not see-through, nice ankle detail"
Product,positive,"wonderful, nicely, popular, understood, high rating","fits nicely, popular tee, high rating"
Product,positive,"love, sweet, beautiful, perfect, little","sweet and beautiful top, perfect for dressing up"
Product,positive,"love, issue, shorter, rubs","well-made top, shorter length, neckline rubbing"
Product,positive,"fan, great, true, stretch, maintain","true to size, great fit, all day"
Product,positive,"comfortable, relaxed, perfect, solved, compliments",comfortable and flattering pants for different body types.
Product,negative,"disappointed, frustrated, dissatisfied, annoyed, irritated","stiff and boxy dress, awkward fit for petite person"
Product,positive,"relaxed, soft, fit well, room","soft, relaxed fit jeans, size 25 fits well with room"
Product,positive,"love, classy, flattering, beautiful, comfy","pants make you look and feel classy, flattering and beautiful outfit"
Product,negative,disappointed,"medium petite waist size measured at approximately 26"""
Product,positive,"flattering, disappointed, garish, unflattering, bummer","navy shirt fits perfectly, other colors are disappointing"
Product,negative,"love, large, fabric, return","large fabric, return"
Product,positive,"beautiful, comfortable, recommend","beautiful, comfortable dress, highly recommend"
Product,positive,"satisfied, comfortable, pleased, happy, content","fits perfectly, forgiving sleeves, beautiful neutral color"
Product,positive,"flattering, lovely, nice, soft, beautiful","flattering tank top, solid navy blue chiffon, soft fabric, drapes beautifully"
Product,positive,"great, love, classic, pizzazz, excellent","classic looking shirt with a little pizzazz, excellent quality"
Product,positive,"perfect, great, flattering","dress is perfect for any occasion, looks great with every shoe"
Product,positive,"love, comfy","comfy sweater, versatile"
